'Spanish','Clothing','dress', 'el vestido
'Spanish','Time','Monday', 'lunes
'Spanish','Time','Tuesday', 'martes
'Spanish','Time','Wednesday', 'miércoles
'Spanish','Time','Thursday', 'jueves
'Spanish','Time','Friday', 'viernes
'Spanish','Time','Saturday', 'sábado
'Spanish','Time','Sunday', 'domingo 
'Spanish','Time','January', 'enero 
'Spanish','Time','February', 'febrero
'Spanish','Time','March', 'marzo 
'Spanish','Time','April', 'abril 
'Spanish','Time','May', 'mayo
'Spanish','Time','June', 'junio 
'Spanish','Time','July', 'julio
'Spanish','Time','August', 'agosto
'Spanish','Time','September', 'septiembre 
'Spanish','Time','October', 'octubre 
'Spanish','Time','November', 'noviembre
'Spanish','Time','December', 'diciembre
'Spanish','Time','Spring
'Spanish','Time','Summer
'Spanish','Time','Fall
'Spanish','Time','Winter
'Spanish','Time','What time is it?', '¿Qué hora es? 
'Spanish','Time','hour', 'la hora
'Spanish','Time','day', 'día
'Spanish','Time','a week', 'una semana
'Spanish','Time','a month', 'un mes 
'Spanish','Time','a year', 'un año
'Spanish','Time','morning', 'la mañana
'Spanish','Time','afternoon', 'la tarde
'Spanish','Time','evening / night', 'la noche
'Spanish','Time','noon / midday', 'mediodía
'Spanish','Time','midnight', 'medianoche
'Spanish','Traveling','journey', 'viaje 
'Spanish','Traveling','baggage', 'el equipaje  
'Spanish','Traveling','departure / arrival', 'la salida/ la llegada
'Spanish','Traveling','ID papers / ID documents', 'los documentos de identidad
'Spanish','Traveling','plane tickets', 'los billetes de avión
'Spanish','Traveling','boarding pass / card', 'la tarjeta de embarque
'Spanish','Traveling','Where are you going?', '¿A dónde va?
'Spanish','Traveling','I’d like to reserve a room for two people', 'Me gustaría reservar una 'Spanish','Traveling','habitación para dos personas
'Spanish','Traveling','a budget / low-cost hotel', 'un hotel económico
'Spanish','Traveling','car', 'coche / carro 
'Spanish','Traveling','driver’s license', 'el permiso de conducir
'Spanish','Traveling','to get gas / petrol', 'echar/poner gasolina
'Spanish','Traveling','Could you show me on the map?', '¿Me lo puede mostrar en el mapa? 
'Spanish','Traveling','I’d like to go to…', 'Quiero ir a…
'Spanish','Traveling','I’m lost, could you help me please?', 'Estoy perdido(a), ¿me puede ayudar, por favor?
'Spanish','Traveling','Where are we?', '¿Dónde estamos?
'Spanish','Emergency','Help! / Help me!', '¡Socorro! ¡Ayúdeme!
'Spanish','Emergency','I need your help', 'Necesito su ayuda
'Spanish','Emergency','It’s an emergency', 'Es una emergencia
'Spanish','Emergency','I’ve lost my passport', 'He perdido el pasaporte
'Spanish','Emergency','Leave me alone', '¡Déjame en paz!
'Spanish','Emergency','There’s a fire!', '¡Hay un incendio!
'Spanish','Emergency','I need a doctor urgently', 'Necesito un médico urgentemente
'Spanish','Emergency','I am ill /sick', 'Estoy enfermo(a)
'Spanish','Emergency','medicine', 'el medicamento
'Spanish','Emergency','Where is the nearest pharmacy?', '¿Dónde está la farmacia más cercana?
'Spanish','Emergency','I’m going to the hospital', 'Voy al hospital 
'Spanish','Emergency','headache', 'el dolor de cabeza
'Spanish','Work','cover letter', 'carta de presentación
'Spanish','Work','CV / resume', 'el CV or currículum
'Spanish','Work','business / firm / company', 'la firma, el negocio, la compañía
'Spanish','Work','boss', 'el jefe
'Spanish','Work','employee', 'el empleado
'Spanish','Work','to work', 'trabajar
'Spanish','Work','to go to work', 'ir al trabajo
'Spanish','Work','working hours', 'el horario de trabajo
'Spanish','Work','strategy', 'la estrategia
'Spanish','Work','freelancer / independent', 'el autónomo / trabajador por cuenta propia
'Spanish','Feelings','happy / content', 'contento(a), feliz, alegre
'Spanish','Feelings','depressed', 'deprimido(a)
'Spanish','Feelings','worried', 'preocupado(a)
'Spanish','Feelings','excited', 'emocionado(a), excitado(a)
'Spanish','Feelings','calm / relaxed', 'tranquilo(a), calmado(a)
'Spanish','Feelings','anxious / nervous', 'nervioso(a)
'Spanish','Adjectives','new', 'nuevo(a)
'Spanish','Adjectives','fast', 'rápido(a)
'Spanish','Adjectives','closed', 'cerrado(a)
'Spanish','Adjectives','open', 'abierto(a)
'Spanish','Adjectives','hot', 'caliente
'Spanish','Adjectives','cold', 'frío
'Spanish','Adjectives','small', 'pequeño(a) 
'Spanish','Adjectives','clean', 'limpio(a)
'Spanish','Adjectives','easy', 'fácil
'Spanish','Adjectives','funny', 'divertido(a), gracioso(a)
'Spanish','Adjectives','nice / kind', 'simpático, agradable
'Spanish','Adjectives','red', 'rojo(a)
'Spanish','Adjectives','blue', 'azul
'Spanish','Adjectives','yellow', 'amarillo(a)
'Spanish','Verbs','to be', 'estar, ser
'Spanish','Verbs','to have', 'haber (verbo auxiliar), tener 
'Spanish','Verbs','to live', 'vivir 
'Spanish','Verbs','to improve', 'mejorar
'Spanish','Verbs','to reach', 'alcanzar
'Spanish','Verbs','to refuse / reject', 'rechazar
'Spanish','Verbs','to pay', 'pagar
'Spanish','Verbs','to extend / spread', 'expandir(se)
'Spanish','Verbs','to deny /refuse', 'negar
'Spanish','Verbs','to sneeze', 'estornudar
